stop_number,city,country,state_province,lat,lng,timezone,utc_offset,utc_offset_rounded,utc_time,local_time,population,temperature_c,weather_condition,wind_speed_mps,wind_direction_deg,wind_gust_mps
23771,Hellín,Spain,,38.5167,-1.6833,Europe/Madrid,1,1,2025-12-24 23:10:43,2025-12-25 00:10:43,30492,4.9,Clear sky,0.25,53,0.61
23772,Albacete,Spain,,38.9956,-1.8558,Europe/Madrid,1,1,2025-12-24 23:10:43,2025-12-25 00:10:43,174137,0.2,Partly cloudy,0.50,204,0.69
23773,Requena,Spain,,39.4861,-1.1017,Europe/Madrid,1,1,2025-12-24 23:10:44,2025-12-25 00:10:44,20740,1.9,Mainly clear,1.56,272,3.31
23774,Utiel,Spain,,39.5672,-1.2067,Europe/Madrid,1,1,2025-12-24 23:10:44,2025-12-25 00:10:44,11703,1.9,Mainly clear,1.56,272,3.31
23775,Picasent,Spain,,39.3611,-0.46,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,22695,6.4,Overcast,1.75,288,3.11
23776,Chiva,Spain,,39.4714,-0.7197,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,17245,6.4,Overcast,1.75,288,3.11
23777,Buñol,Spain,,39.4194,-0.7906,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,9765,1.9,Mainly clear,1.56,272,3.31
23778,Monserrat,Spain,,39.3575,-0.6031,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,9656,6.4,Overcast,1.75,288,3.11
23779,Liria,Spain,,39.6258,-0.5942,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,25077,6.4,Overcast,1.75,288,3.11
23780,Villamarchante,Spain,,39.5689,-0.6206,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,11041,6.4,Overcast,1.75,288,3.11
23781,La Eliana,Spain,,39.5661,-0.5281,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,19597,6.4,Overcast,1.75,288,3.11
23782,Bétera,Spain,,39.5933,-0.4628,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,27584,6.4,Overcast,1.75,288,3.11
23783,Benaguacil,Spain,,39.5933,-0.5864,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,12336,6.4,Overcast,1.75,288,3.11
23784,Cheste,Spain,,39.4797,-0.6844,Europe/Madrid,1,1,2025-12-24 23:10:45,2025-12-25 00:10:45,9022,6.4,Overcast,1.75,288,3.11
23785,Segorbe,Spain,,39.85,-0.4833,Europe/Madrid,1,1,2025-12-24 23:10:46,2025-12-25 00:10:46,9640,1.0,Mainly clear,1.19,327,3.11
23786,Sueca,Spain,,39.2,-0.3114,Europe/Madrid,1,1,2025-12-24 23:10:46,2025-12-25 00:10:46,28480,6.9,Clear sky,2.86,192,5.61
23787,Sedaví,Spain,,39.425,-0.385,Europe/Madrid,1,1,2025-12-24 23:10:46,2025-12-25 00:10:46,10908,6.4,Overcast,1.75,288,3.11
23788,Paterna,Spain,,39.5028,-0.4406,Europe/Madrid,1,1,2025-12-24 23:10:46,2025-12-25 00:10:46,74822,6.4,Overcast,1.75,288,3.11
23789,Algemesí,Spain,,39.1897,-0.4378,Europe/Madrid,1,1,2025-12-24 23:10:46,2025-12-25 00:10:46,27968,6.9,Clear sky,2.86,192,5.61
23790,Alberique,Spain,,39.1167,-0.5211,Europe/Madrid,1,1,2025-12-24 23:10:47,2025-12-25 00:10:47,10945,6.9,Clear sky,2.86,192,5.61
23791,Moncada,Spain,,39.5431,-0.3928,Europe/Madrid,1,1,2025-12-24 23:10:47,2025-12-25 00:10:47,21993,6.4,Overcast,1.75,288,3.11
23792,Tabernes de Valldigna,Spain,,39.0722,-0.2658,Europe/Madrid,1,1,2025-12-24 23:10:47,2025-12-25 00:10:47,17631,6.9,Clear sky,2.86,192,5.61
23793,Carlet,Spain,,39.2264,-0.5211,Europe/Madrid,1,1,2025-12-24 23:10:47,2025-12-25 00:10:47,16428,6.9,Clear sky,2.86,192,5.61
23794,Carcagente,Spain,,39.1222,-0.4489,Europe/Madrid,1,1,2025-12-24 23:10:47,2025-12-25 00:10:47,21317,6.9,Clear sky,2.86,192,5.61
23795,Godella,Spain,,39.52,-0.4114,Europe/Madrid,1,1,2025-12-24 23:10:48,2025-12-25 00:10:48,13414,6.4,Overcast,1.75,288,3.11
23796,Burjasot,Spain,,39.5064,-0.4067,Europe/Madrid,1,1,2025-12-24 23:10:48,2025-12-25 00:10:48,40634,6.4,Overcast,1.75,288,3.11
23797,Valencia,Spain,,39.47,-0.3764,Europe/Madrid,1,1,2025-12-24 23:10:48,2025-12-25 00:10:48,1595000,6.4,Overcast,1.75,288,3.11
23798,Torrente,Spain,,39.4389,-0.4656,Europe/Madrid,1,1,2025-12-24 23:10:48,2025-12-25 00:10:48,89401,6.4,Overcast,1.75,288,3.11
23799,Masamagrell,Spain,,39.5703,-0.33,Europe/Madrid,1,1,2025-12-24 23:10:48,2025-12-25 00:10:48,17216,6.4,Overcast,1.75,288,3.11
23800,Oliva,Spain,,38.9194,-0.1211,Europe/Madrid,1,1,2025-12-24 23:10:48,2025-12-25 00:10:48,26122,7.6,Clear sky,1.81,226,4.39
23801,Puzol,Spain,,39.6167,-0.3011,Europe/Madrid,1,1,2025-12-24 23:10:49,2025-12-25 00:10:49,21298,6.4,Overcast,1.75,288,3.11
23802,Meliana,Spain,,39.5272,-0.3492,Europe/Madrid,1,1,2025-12-24 23:10:49,2025-12-25 00:10:49,10990,6.4,Overcast,1.75,288,3.11
23803,Alcira,Spain,,39.15,-0.435,Europe/Madrid,1,1,2025-12-24 23:10:49,2025-12-25 00:10:49,47335,6.9,Clear sky,2.86,192,5.61
23804,Almusafes,Spain,,39.2903,-0.4147,Europe/Madrid,1,1,2025-12-24 23:10:49,2025-12-25 00:10:49,9057,6.4,Overcast,1.75,288,3.11
23805,Benifayó,Spain,,39.2847,-0.4281,Europe/Madrid,1,1,2025-12-24 23:10:49,2025-12-25 00:10:49,12130,6.4,Overcast,1.75,288,3.11
23806,Manises,Spain,,39.4833,-0.45,Europe/Madrid,1,1,2025-12-24 23:10:49,2025-12-25 00:10:49,32273,6.4,Overcast,1.75,288,3.11
23807,Gandía,Spain,,38.9667,-0.1833,Europe/Madrid,1,1,2025-12-24 23:10:50,2025-12-25 00:10:50,80095,7.6,Clear sky,1.81,226,4.39
23808,Picaña,Spain,,39.4361,-0.435,Europe/Madrid,1,1,2025-12-24 23:10:50,2025-12-25 00:10:50,11876,6.4,Overcast,1.75,288,3.11
23809,Alboraya,Spain,,39.5,-0.3522,Europe/Madrid,1,1,2025-12-24 23:10:50,2025-12-25 00:10:50,26259,6.4,Overcast,1.75,288,3.11
23810,Alginet,Spain,,39.2625,-0.4683,Europe/Madrid,1,1,2025-12-24 23:10:50,2025-12-25 00:10:50,14652,6.4,Overcast,1.75,288,3.11
23811,Sagunto,Spain,,39.68,-0.2783,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,71377,6.4,Overcast,1.75,288,3.11
23812,Alacuás,Spain,,39.4583,-0.4628,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,30022,6.4,Overcast,1.75,288,3.11
23813,Mislata,Spain,,39.475,-0.4156,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,46153,6.4,Overcast,1.75,288,3.11
23814,Albal,Spain,,39.3972,-0.4156,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,17038,6.4,Overcast,1.75,288,3.11
23815,Rafelbuñol,Spain,,39.5922,-0.3342,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,9710,6.4,Overcast,1.75,288,3.11
23816,Paiporta,Spain,,39.4278,-0.4183,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,27748,6.4,Overcast,1.75,288,3.11
23817,Benetúser,Spain,,39.425,-0.3961,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,16322,6.4,Overcast,1.75,288,3.11
23818,Silla,Spain,,39.3611,-0.4114,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,20117,6.4,Overcast,1.75,288,3.11
23819,Puig,Spain,,39.5896,-0.3031,Europe/Madrid,1,1,2025-12-24 23:10:51,2025-12-25 00:10:51,9367,6.4,Overcast,1.75,288,3.11
23820,Tabernes Blanques,Spain,,39.5083,-0.3656,Europe/Madrid,1,1,2025-12-24 23:10:52,2025-12-25 00:10:52,9635,6.4,Overcast,1.75,288,3.11
23821,Aldaya,Spain,,39.4639,-0.4628,Europe/Madrid,1,1,2025-12-24 23:10:52,2025-12-25 00:10:52,34035,6.4,Overcast,1.75,288,3.11
23822,Cullera,Spain,,39.1639,-0.2517,Europe/Madrid,1,1,2025-12-24 23:10:52,2025-12-25 00:10:52,24181,6.9,Clear sky,2.86,192,5.61
23823,Alfafar,Spain,,39.4222,-0.3906,Europe/Madrid,1,1,2025-12-24 23:10:52,2025-12-25 00:10:52,22131,6.4,Overcast,1.75,288,3.11
23824,Masanasa,Spain,,39.4083,-0.3989,Europe/Madrid,1,1,2025-12-24 23:10:52,2025-12-25 00:10:52,10345,6.4,Overcast,1.75,288,3.11
23825,Catarroja,Spain,,39.4028,-0.4044,Europe/Madrid,1,1,2025-12-24 23:10:52,2025-12-25 00:10:52,30142,6.4,Overcast,1.75,288,3.11
23826,Morayra,Spain,,38.688,0.1345,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,10000,9.5,Clear sky,1.25,323,3.19
23827,Teulada,Spain,,38.7292,0.1019,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,12834,9.5,Clear sky,1.25,323,3.19
23828,Benidorm,Spain,,38.5342,-0.1314,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,74663,9.5,Clear sky,1.25,323,3.19
23829,Altea,Spain,,38.5986,-0.0519,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,23963,9.5,Clear sky,1.25,323,3.19
23830,Pedreguer,Spain,,38.7933,0.0342,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,8687,7.6,Clear sky,1.81,226,4.39
23831,Calpe,Spain,,38.6444,0.0461,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,26821,9.5,Clear sky,1.25,323,3.19
23832,Villajoyosa,Spain,,38.5053,-0.2328,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,34828,9.5,Clear sky,1.25,323,3.19
23833,Finestrat,Spain,,38.5669,-0.2125,Europe/Madrid,1,1,2025-12-24 23:10:53,2025-12-25 00:10:53,9352,9.5,Clear sky,1.25,323,3.19
23834,Benisa,Spain,,38.715,0.05,Europe/Madrid,1,1,2025-12-24 23:10:54,2025-12-25 00:10:54,12317,9.5,Clear sky,1.25,323,3.19
23835,Denia,Spain,,38.8444,0.1111,Europe/Madrid,1,1,2025-12-24 23:10:54,2025-12-25 00:10:54,46942,7.6,Clear sky,1.81,226,4.39
23836,La Nucía,Spain,,38.6172,-0.1231,Europe/Madrid,1,1,2025-12-24 23:10:54,2025-12-25 00:10:54,18783,9.5,Clear sky,1.25,323,3.19
23837,Ibiza,Spain,,38.9089,1.4328,Europe/Madrid,1,1,2025-12-24 23:10:55,2025-12-25 00:10:55,53717,9.4,Partly cloudy,0.78,207,1.11
23838,Almazora,Spain,,39.9403,-0.0625,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,28497,9.3,Overcast,1.94,10,3.69
23839,Alcora,Spain,,40.0667,-0.2,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,10581,9.3,Overcast,1.94,10,3.69
23840,Benicasim,Spain,,40.0553,0.0642,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,20322,9.3,Overcast,1.94,10,3.69
23841,Onda,Spain,,39.9625,-0.2639,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,25817,1.0,Mainly clear,1.19,327,3.11
23842,Burriana,Spain,,39.8894,-0.0925,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,36927,9.3,Overcast,1.94,10,3.69
23843,Villareal,Spain,,39.9378,-0.1014,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,52505,9.3,Overcast,1.94,10,3.69
23844,Nules,Spain,,39.8525,-0.1506,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,14062,9.3,Overcast,1.94,10,3.69
23845,Castellón de la Plana,Spain,,39.9831,-0.0331,Europe/Madrid,1,1,2025-12-24 23:10:56,2025-12-25 00:10:56,180379,9.3,Overcast,1.94,10,3.69
23846,Oropesa,Spain,,40.0922,0.1339,Europe/Madrid,1,1,2025-12-24 23:10:57,2025-12-25 00:10:57,11785,9.3,Overcast,1.94,10,3.69
23847,Vinaroz,Spain,,40.4686,0.4736,Europe/Madrid,1,1,2025-12-24 23:10:57,2025-12-25 00:10:57,30278,7.7,Partly cloudy,2.00,289,3.31
23848,Benicarló,Spain,,40.4167,0.4167,Europe/Madrid,1,1,2025-12-24 23:10:57,2025-12-25 00:10:57,29607,7.7,Partly cloudy,2.00,289,3.31
23849,Amposta,Spain,,40.7106,0.5808,Europe/Madrid,1,1,2025-12-24 23:10:57,2025-12-25 00:10:57,21715,7.7,Partly cloudy,2.00,289,3.31
23850,Tortosa,Spain,,40.8128,0.5233,Europe/Madrid,1,1,2025-12-24 23:10:57,2025-12-25 00:10:57,35265,6.2,Partly cloudy,5.17,283,12.00
23851,Caspe,Spain,,41.2333,-0.0333,Europe/Madrid,1,1,2025-12-24 23:10:58,2025-12-25 00:10:58,10432,4.4,Overcast,4.64,270,8.19
23852,Alcañiz,Spain,,41.0511,-0.1336,Europe/Madrid,1,1,2025-12-24 23:10:58,2025-12-25 00:10:58,16247,4.4,Overcast,4.64,270,8.19
23853,Barbastro,Spain,,42.0361,0.1264,Europe/Madrid,1,1,2025-12-24 23:10:58,2025-12-25 00:10:58,17558,1.0,Overcast,1.00,70,1.39
23854,Binéfar,Spain,,41.85,0.3,Europe/Madrid,1,1,2025-12-24 23:10:59,2025-12-25 00:10:59,10118,2.3,Overcast,2.28,128,4.19
23855,Monzón,Spain,,41.91,0.19,Europe/Madrid,1,1,2025-12-24 23:10:59,2025-12-25 00:10:59,17650,1.0,Overcast,1.00,70,1.39
23856,Alcarraz,Spain,,41.5661,0.5261,Europe/Madrid,1,1,2025-12-24 23:10:59,2025-12-25 00:10:59,10018,5.2,Partly cloudy,3.22,216,5.39
23857,Cervera,Spain,,41.6656,1.2714,Europe/Madrid,1,1,2025-12-24 23:10:59,2025-12-25 00:10:59,9533,5.7,Overcast,0.75,200,1.39
23858,Mollerusa,Spain,,41.6319,0.8961,Europe/Madrid,1,1,2025-12-24 23:11:00,2025-12-25 00:11:00,15544,4.7,Overcast,3.56,228,5.81
23859,Fraga,Spain,,41.52,0.35,Europe/Madrid,1,1,2025-12-24 23:11:00,2025-12-25 00:11:00,15390,5.2,Partly cloudy,3.22,216,5.39
23860,Balaguer,Spain,,41.79,0.805,Europe/Madrid,1,1,2025-12-24 23:11:00,2025-12-25 00:11:00,17705,1.5,Overcast,1.00,110,3.19
23861,Tárrega,Spain,,41.6469,1.1392,Europe/Madrid,1,1,2025-12-24 23:11:00,2025-12-25 00:11:00,18542,4.7,Overcast,3.56,228,5.81
23862,Lleida,Spain,,41.6167,0.6333,Europe/Madrid,1,1,2025-12-24 23:11:01,2025-12-25 00:11:01,144739,5.2,Partly cloudy,3.22,216,5.39
23863,Igualada,Spain,,41.5833,1.6167,Europe/Madrid,1,1,2025-12-24 23:11:01,2025-12-25 00:11:01,41466,5.7,Overcast,0.75,200,1.39
23864,Gavá,Spain,,41.3072,2.0039,Europe/Madrid,1,1,2025-12-24 23:11:01,2025-12-25 00:11:01,48007,4.7,Overcast,0.50,6,2.00
23865,Salou,Spain,,41.077,1.144,Europe/Madrid,1,1,2025-12-24 23:11:02,2025-12-25 00:11:02,30810,8.3,Overcast,5.64,307,10.61
23866,San Juan de Palamós,Spain,,41.8565,3.1294,Europe/Madrid,1,1,2025-12-24 23:11:03,2025-12-25 00:11:03,8603,5.9,Overcast,4.11,24,8.19
23867,Barcelona,Spain,,41.3833,2.1833,Europe/Madrid,1,1,2025-12-24 23:11:04,2025-12-25 00:11:04,4800000,4.7,Overcast,0.50,6,2.00
23868,Blanes,Spain,,41.676,2.793,Europe/Madrid,1,1,2025-12-24 23:11:04,2025-12-25 00:11:04,42198,10.1,Overcast,12.78,31,17.00
23869,Argentona,Spain,,41.55,2.4,Europe/Madrid,1,1,2025-12-24 23:11:04,2025-12-25 00:11:04,12844,8.9,Overcast,3.72,39,7.50
23870,Sant Just Desvern,Spain,,41.383,2.075,Europe/Madrid,1,1,2025-12-24 23:11:04,2025-12-25 00:11:04,20881,4.7,Overcast,0.50,6,2.00
23871,Badalona,Spain,,41.4489,2.2461,Europe/Madrid,1,1,2025-12-24 23:11:05,2025-12-25 00:11:05,227083,4.7,Overcast,0.50,6,2.00
23872,Palafrugell,Spain,,41.9174,3.1631,Europe/Madrid,1,1,2025-12-24 23:11:05,2025-12-25 00:11:05,21049,5.9,Overcast,4.11,24,8.19
23873,Montornés del Vallés,Spain,,41.5333,2.2667,Europe/Madrid,1,1,2025-12-24 23:11:06,2025-12-25 00:11:06,17089,8.9,Overcast,3.72,39,7.50
23874,Calafell,Spain,,41.202,1.57,Europe/Madrid,1,1,2025-12-24 23:11:06,2025-12-25 00:11:06,31828,11.9,Light drizzle,6.75,277,8.61
23875,San Felíu de Guixols,Spain,,41.7833,3.0333,Europe/Madrid,1,1,2025-12-24 23:11:07,2025-12-25 00:11:07,22934,5.9,Overcast,4.11,24,8.19
23876,Rosas,Spain,,42.2631,3.1831,Europe/Madrid,1,1,2025-12-24 23:11:07,2025-12-25 00:11:07,20362,3.0,Overcast,5.22,337,13.89
23877,Vallirana,Spain,,41.3878,1.9322,Europe/Madrid,1,1,2025-12-24 23:11:08,2025-12-25 00:11:08,15985,4.7,Overcast,0.50,6,2.00
23878,Tordera,Spain,,41.7008,2.72,Europe/Madrid,1,1,2025-12-24 23:11:09,2025-12-25 00:11:09,18409,8.9,Overcast,3.72,39,7.50
23879,San Fausto de Campcentellas,Spain,,41.5061,2.24,Europe/Madrid,1,1,2025-12-24 23:11:09,2025-12-25 00:11:09,9227,4.7,Overcast,0.50,6,2.00
23880,Santa Coloma de Farnés,Spain,,41.8647,2.6642,Europe/Madrid,1,1,2025-12-24 23:11:09,2025-12-25 00:11:09,13657,4.4,Overcast,1.53,126,4.61
23881,Cambrils,Spain,,41.0667,1.0583,Europe/Madrid,1,1,2025-12-24 23:11:10,2025-12-25 00:11:10,36849,8.3,Overcast,5.64,307,10.61
23882,Castellbisbal,Spain,,41.476,1.983,Europe/Madrid,1,1,2025-12-24 23:11:11,2025-12-25 00:11:11,12972,4.7,Overcast,0.50,6,2.00
23883,Llagostera,Spain,,41.8292,2.8933,Europe/Madrid,1,1,2025-12-24 23:11:11,2025-12-25 00:11:11,9508,5.9,Overcast,4.11,24,8.19
23884,Sant Sadurní d’Anoia,Spain,,41.4261,1.785,Europe/Madrid,1,1,2025-12-24 23:11:12,2025-12-25 00:11:12,12915,4.7,Overcast,0.50,6,2.00
23885,San Baudilio de Llobregat,Spain,,41.336,2.043,Europe/Madrid,1,1,2025-12-24 23:11:12,2025-12-25 00:11:12,84831,4.7,Overcast,0.50,6,2.00
23886,Tiana,Spain,,41.4831,2.2697,Europe/Madrid,1,1,2025-12-24 23:11:12,2025-12-25 00:11:12,9305,8.9,Overcast,3.72,39,7.50
23887,Vidreras,Spain,,41.7903,2.775,Europe/Madrid,1,1,2025-12-24 23:11:13,2025-12-25 00:11:13,8538,5.9,Overcast,4.11,24,8.19
23888,Premiá de Mar,Spain,,41.4919,2.3619,Europe/Madrid,1,1,2025-12-24 23:11:13,2025-12-25 00:11:13,28951,8.9,Overcast,3.72,39,7.50
23889,El Prat de Llobregat,Spain,,41.3333,2.1,Europe/Madrid,1,1,2025-12-24 23:11:13,2025-12-25 00:11:13,66184,4.7,Overcast,0.50,6,2.00
23890,Vendrell,Spain,,41.2203,1.5347,Europe/Madrid,1,1,2025-12-24 23:11:13,2025-12-25 00:11:13,40440,11.9,Light drizzle,6.75,277,8.61
23891,Malgrat de Mar,Spain,,41.65,2.75,Europe/Madrid,1,1,2025-12-24 23:11:14,2025-12-25 00:11:14,19377,10.1,Overcast,12.78,31,17.00
23892,Bañolas,Spain,,42.1194,2.7664,Europe/Madrid,1,1,2025-12-24 23:11:14,2025-12-25 00:11:14,20599,5.9,Overcast,4.11,24,8.19
23893,San Felíu de Llobregat,Spain,,41.3833,2.0439,Europe/Madrid,1,1,2025-12-24 23:11:15,2025-12-25 00:11:15,46554,4.7,Overcast,0.50,6,2.00
23894,San Andrés de Llevaneras,Spain,,41.5733,2.4828,Europe/Madrid,1,1,2025-12-24 23:11:15,2025-12-25 00:11:15,11933,8.9,Overcast,3.72,39,7.50
23895,Alella,Spain,,41.495,2.296,Europe/Madrid,1,1,2025-12-24 23:11:15,2025-12-25 00:11:15,10217,8.9,Overcast,3.72,39,7.50
23896,Villanueva y Geltrú,Spain,,41.2242,1.7256,Europe/Madrid,1,1,2025-12-24 23:11:16,2025-12-25 00:11:16,68854,11.9,Light drizzle,6.75,277,8.61
23897,Caldas de Malavella,Spain,,41.8394,2.8106,Europe/Madrid,1,1,2025-12-24 23:11:16,2025-12-25 00:11:16,8509,5.9,Overcast,4.11,24,8.19
23898,San Vicente dels Horts,Spain,,41.3953,2.0108,Europe/Madrid,1,1,2025-12-24 23:11:17,2025-12-25 00:11:17,28406,4.7,Overcast,0.50,6,2.00
23899,Vilanova del Camí,Spain,,41.5667,1.6333,Europe/Madrid,1,1,2025-12-24 23:11:17,2025-12-25 00:11:17,12758,5.7,Overcast,0.75,200,1.39
23900,Montmeló,Spain,,41.5547,2.25,Europe/Madrid,1,1,2025-12-24 23:11:17,2025-12-25 00:11:17,8906,8.9,Overcast,3.72,39,7.50
23901,Cunit,Spain,,41.1983,1.6406,Europe/Madrid,1,1,2025-12-24 23:11:18,2025-12-25 00:11:18,15804,11.9,Light drizzle,6.75,277,8.61
23902,Reus,Spain,,41.156,1.108,Europe/Madrid,1,1,2025-12-24 23:11:18,2025-12-25 00:11:18,109930,8.3,Overcast,5.64,307,10.61
23903,Figueras,Spain,,42.2667,2.965,Europe/Madrid,1,1,2025-12-24 23:11:19,2025-12-25 00:11:19,48875,3.0,Overcast,5.22,337,13.89
23904,Castelló de Ampurias,Spain,,42.2583,3.075,Europe/Madrid,1,1,2025-12-24 23:11:19,2025-12-25 00:11:19,12163,3.0,Overcast,5.22,337,13.89
23905,Canet de Mar,Spain,,41.5833,2.5833,Europe/Madrid,1,1,2025-12-24 23:11:20,2025-12-25 00:11:20,15140,8.9,Overcast,3.72,39,7.50
23906,Molíns de Rey,Spain,,41.4139,2.0158,Europe/Madrid,1,1,2025-12-24 23:11:20,2025-12-25 00:11:20,26948,4.7,Overcast,0.50,6,2.00
23907,La Escala,Spain,,42.114,3.139,Europe/Madrid,1,1,2025-12-24 23:11:21,2025-12-25 00:11:21,9901,5.9,Overcast,4.11,24,8.19
23908,Viladecáns,Spain,,41.3158,2.0197,Europe/Madrid,1,1,2025-12-24 23:11:22,2025-12-25 00:11:22,67348,4.7,Overcast,0.50,6,2.00
23909,Torredembarra,Spain,,41.15,1.4,Europe/Madrid,1,1,2025-12-24 23:11:22,2025-12-25 00:11:22,17984,11.9,Light drizzle,6.75,277,8.61
23910,San Juan de Vilasar,Spain,,41.506,2.391,Europe/Madrid,1,1,2025-12-24 23:11:23,2025-12-25 00:11:23,21162,8.9,Overcast,3.72,39,7.50
23911,Abrera,Spain,,41.5167,1.9,Europe/Madrid,1,1,2025-12-24 23:11:23,2025-12-25 00:11:23,13014,4.7,Overcast,0.50,6,2.00
23912,Corbera de Llobregat,Spain,,41.4169,1.9314,Europe/Madrid,1,1,2025-12-24 23:11:23,2025-12-25 00:11:23,15726,4.7,Overcast,0.50,6,2.00
23913,Piera,Spain,,41.5222,1.7494,Europe/Madrid,1,1,2025-12-24 23:11:23,2025-12-25 00:11:23,17555,5.7,Overcast,0.75,200,1.39
23914,Santa Margarita de Mombúy,Spain,,41.5756,1.6092,Europe/Madrid,1,1,2025-12-24 23:11:23,2025-12-25 00:11:23,10549,5.7,Overcast,0.75,200,1.39
23915,San Pedro de Ribas,Spain,,41.2597,1.7736,Europe/Madrid,1,1,2025-12-24 23:11:23,2025-12-25 00:11:23,32121,4.7,Overcast,0.50,6,2.00
23916,San Andrés de la Barca,Spain,,41.4478,1.9769,Europe/Madrid,1,1,2025-12-24 23:11:24,2025-12-25 00:11:24,27062,4.7,Overcast,0.50,6,2.00
23917,Esparraguera,Spain,,41.5381,1.8692,Europe/Madrid,1,1,2025-12-24 23:11:24,2025-12-25 00:11:24,22550,4.7,Overcast,0.50,6,2.00
23918,San Juan Despí,Spain,,41.3681,2.0581,Europe/Madrid,1,1,2025-12-24 23:11:24,2025-12-25 00:11:24,35083,4.7,Overcast,0.50,6,2.00
23919,Pallejá,Spain,,41.4242,1.9978,Europe/Madrid,1,1,2025-12-24 23:11:24,2025-12-25 00:11:24,11825,4.7,Overcast,0.50,6,2.00
23920,Cassá de la Selva,Spain,,41.8892,2.8772,Europe/Madrid,1,1,2025-12-24 23:11:24,2025-12-25 00:11:24,10943,5.9,Overcast,4.11,24,8.19
23921,San Cugat del Vallés,Spain,,41.4667,2.0833,Europe/Madrid,1,1,2025-12-24 23:11:25,2025-12-25 00:11:25,98621,4.7,Overcast,0.50,6,2.00
23922,Calella,Spain,,41.6128,2.6575,Europe/Madrid,1,1,2025-12-24 23:11:25,2025-12-25 00:11:25,20369,8.9,Overcast,3.72,39,7.50
23923,Rubí,Spain,,41.4933,2.0325,Europe/Madrid,1,1,2025-12-24 23:11:26,2025-12-25 00:11:26,81532,4.7,Overcast,0.50,6,2.00
23924,Salt,Spain,,41.9761,2.7881,Europe/Madrid,1,1,2025-12-24 23:11:26,2025-12-25 00:11:26,33904,5.9,Overcast,4.11,24,8.19
23925,Tarragona,Spain,,41.1175,1.2528,Europe/Madrid,1,1,2025-12-24 23:11:27,2025-12-25 00:11:27,141151,11.9,Light drizzle,6.75,277,8.61
23926,Sitges,Spain,,41.237,1.823,Europe/Madrid,1,1,2025-12-24 23:11:27,2025-12-25 00:11:27,32405,11.8,Dense drizzle,6.89,105,10.00
23927,Castelldefels,Spain,,41.286,1.982,Europe/Madrid,1,1,2025-12-24 23:11:27,2025-12-25 00:11:27,69450,4.7,Overcast,0.50,6,2.00
23928,San Adrián de Besós,Spain,,41.4285,2.223,Europe/Madrid,1,1,2025-12-24 23:11:28,2025-12-25 00:11:28,38490,4.7,Overcast,0.50,6,2.00
23929,Palamós,Spain,,41.85,3.1292,Europe/Madrid,1,1,2025-12-24 23:11:28,2025-12-25 00:11:28,9475,5.9,Overcast,4.11,24,8.19
23930,Martorell,Spain,,41.477,1.928,Europe/Madrid,1,1,2025-12-24 23:11:29,2025-12-25 00:11:29,28507,4.7,Overcast,0.50,6,2.00
23931,Cervelló,Spain,,41.3978,1.9578,Europe/Madrid,1,1,2025-12-24 23:11:29,2025-12-25 00:11:29,9647,4.7,Overcast,0.50,6,2.00
